,Unnamed: 0,Coverage,Compliance,Average Cost,Average DALYs,CVD Count,CVD Deaths,Total Deaths,Average HTN Cost,Average CVD Cost,Average Chronic Cost
0,0,0.18694638694638693,0.2768079800498753,197.7420595222036,0.6748575754513132,1317,478,1581,3.083516501774164,1.568602220423362,193.089940800006
1,1,0.19393939393939394,0.2836538461538461,199.9633352716969,0.6826209468784963,1328,477,1585,3.184321767417134,1.2358440091479734,195.5431694951319
2,2,0.1850815850815851,0.2720403022670025,196.54854873587604,0.6338685604400602,1348,459,1563,2.3771997629813155,1.4527585646342926,192.71859040826018
3,3,0.19114219114219114,0.3097560975609756,201.67238773212813,0.6739026554116403,1356,470,1580,3.1659498462190063,1.56877473801847,196.93766314789062
4,4,0.1836829836829837,0.27918781725888325,206.61944779930096,0.6282936132991943,1365,473,1559,2.6648020951476212,1.087506321538859,202.86713938261482
5,5,0.20093240093240092,0.3294663573085847,200.7306359892992,0.6499583673486965,1340,474,1570,3.051795545166629,1.4917087043255426,196.18713173980683
6,6,0.19347319347319347,0.27710843373493976,193.78553427487358,0.6131242767046614,1320,453,1543,2.6391626251007057,1.0205719067555308,190.1257997430175
7,7,0.1804195804195804,0.31007751937984496,207.01233628739087,0.6605182236466949,1368,481,1574,3.0762364844756087,1.916731439695906,202.01936836321937
8,8,0.19487179487179487,0.3277511961722488,196.47370904737042,0.6296601366583419,1336,488,1571,2.934434882838294,1.456901160103946,192.08237300442784
9,9,0.1864801864801865,0.33,195.84325389868332,0.6343588716930544,1333,461,1542,2.6874462423691408,1.0169027576511738,192.138904898663
10,10,0.17902097902097902,0.3125,203.99329885317485,0.654235395889621,1375,470,1562,3.0297169456584503,1.394564895111334,199.56901701240525
11,11,0.1836829836829837,0.29949238578680204,201.461421359268,0.6800904054920797,1335,462,1566,3.05922341909649,1.4224681598069115,196.97972978036447
12,12,0.18834498834498836,0.2995049504950495,195.2354188899804,0.6476998383909043,1323,456,1562,2.9279222679818497,1.1268845754497223,191.18061204654882
13,13,0.20466200466200465,0.3189066059225513,197.93440180769738,0.6212104864775335,1329,474,1581,2.7370741027887777,1.2966356158274204,193.9006920890812
14,14,0.19347319347319347,0.30843373493975906,195.50124713370806,0.6681450093636087,1334,472,1568,3.1591524043429304,1.3119125799013605,191.030182149464
15,15,0.1888111888111888,0.3160493827160494,199.6504790790961,0.6303398226273824,1345,464,1566,2.7802799692128826,1.28645367483446,195.58374543504868
16,16,0.20372960372960366,0.3203661327231121,204.4258559994366,0.6456553510690297,1374,475,1560,2.699307293466134,1.3879854772969342,200.3385632286739
17,17,0.18135198135198136,0.2930591259640103,198.9713638652573,0.6579859690308246,1346,472,1564,2.4980149348556955,1.4786845134326143,194.99466441696939
18,18,0.1902097902097902,0.3553921568627451,196.01199721386425,0.62427165279576,1328,480,1570,2.8364533100415024,1.2211067995622606,191.9544371042604
19,19,0.1832167832167832,0.2977099236641221,196.19445524096642,0.6309066178227497,1314,429,1523,2.3971907147844944,1.3527279430440735,192.44453658313813
20,20,0.193006993006993,0.30676328502415456,199.71144953870538,0.6480270163947719,1355,470,1565,2.8449659577435913,1.0717001203302137,195.79478346063127
21,21,0.2041958041958042,0.2922374429223744,196.83418829018603,0.6328845582857426,1341,477,1565,2.9031613647660266,1.295829430215552,192.63519749520438
22,22,0.20466200466200465,0.3553530751708428,196.37921568242768,0.6409480510642647,1335,472,1562,3.2004136660860243,1.2819551652772208,191.8968468510646
23,23,0.1953379953379953,0.3269689737470167,197.78372747593056,0.6390254584405455,1309,441,1527,2.945478513612388,1.3153936708288063,193.52285529148983
24,24,0.1902097902097902,0.2720588235294117,195.4942030122369,0.6336462704738961,1332,466,1552,2.8547620492628094,1.5959906436400402,191.0434503193341
25,25,0.1888111888111888,0.32592592592592595,192.8988677688387,0.6257781039436869,1317,466,1563,2.6784594321699187,1.6235683132819958,188.59684002338676
26,26,0.1804195804195804,0.28940568475452194,198.3504124221134,0.6614556621087438,1341,467,1554,2.584447109729758,1.213656951409139,194.5523083609746
27,27,0.1874125874125874,0.3358208955223881,195.84460325950974,0.6742722350062664,1337,488,1591,3.0220547842205328,1.1358040473500317,191.68674442793926
28,28,0.20233100233100232,0.2903225806451613,195.76421915168757,0.6308185844579124,1321,460,1547,2.82742391418836,1.3781199078913455,191.55867532960747
29,29,0.1850815850815851,0.2795969773299748,207.34836115368628,0.6251639643401999,1380,471,1561,2.508597697663921,0.9133266409685378,203.92643681505382
30,30,0.20326340326340325,0.2889908256880734,201.3456946837753,0.6029405355774101,1349,466,1554,2.394616809526021,1.3316245864479974,197.61945328780118
31,31,0.17575757575757575,0.27320954907161804,198.34150804354454,0.6273978748959917,1352,468,1559,2.3665968907702957,1.1403118126826417,194.834599340092
