,Unnamed: 0,Coverage,Compliance,Average Cost,Average DALYs,CVD Count,CVD Deaths,Total Deaths,Average HTN Cost,Average CVD Cost,Average Chronic Cost
0,0,0.16780409474106786,0.32057416267942584,530.5838966000863,2.053538733684756,2212,1121,3535,7.165463023916745,3.8372124591434873,519.5812211170256
1,1,0.1702127659574468,0.33962264150943394,506.14122878048113,2.0904480140069763,2146,1103,3557,7.868270215371027,3.641095083833057,494.6318634812769
2,2,0.1718185467683661,0.3107476635514019,511.63640661156234,1.957338573246189,2179,1071,3506,6.263649750125254,3.086354429660542,502.28640243177665
3,3,0.18065034122842236,0.2866666666666667,526.7327563848064,2.0468766443972632,2191,1088,3538,6.992020457174085,3.5783868734092237,516.1623490542237
4,4,0.18707346447209955,0.3261802575107296,526.2336949041295,1.9758221430089355,2222,1108,3531,7.0753483235896315,3.538911139548816,515.6194354409904
5,5,0.18386190285026094,0.37117903930131,529.128640836983,2.002610365495435,2168,1092,3533,7.7568356349951255,3.7369111093063814,517.6348940926806
6,6,0.18305901244480127,0.2960526315789473,520.4746011921686,1.9811922947021392,2225,1099,3539,6.171109674973838,3.224421364262853,511.07907015293296
7,7,0.17623444399839422,0.3530751708428246,518.1560064388217,2.013873717177109,2192,1098,3539,7.24991327271955,3.5500963971904533,507.3559967689123
8,8,0.17703733440385389,0.2925170068027211,504.0409542252195,1.9663398766439013,2150,1085,3516,6.43923158445523,3.6177952093165264,493.98392743144683
9,9,0.15736651947009234,0.3035714285714285,513.7644796573754,1.9862560347382652,2165,1064,3496,5.393638195524619,3.785453885256081,504.5853875765945
10,10,0.17061421116017664,0.2823529411764706,535.4163748186386,2.035310620207227,2212,1104,3547,6.784809690055454,4.085173858664801,524.5463912699169
11,11,0.17944600562023286,0.2975391498881432,538.8348472567347,2.0792696490556364,2239,1103,3541,7.588805540912827,4.219665203982773,527.0263765118389
12,12,0.17703733440385389,0.31519274376417233,530.4731672879856,1.9874851677832284,2141,1048,3493,6.833292839695942,3.5558228229058613,520.0840516253824
13,13,0.1774387796065837,0.29411764705882354,518.2787919318777,1.9213158092775,2183,1068,3509,6.156633537074015,2.956733623991491,509.16542477081117
14,14,0.17944600562023286,0.2930648769574944,512.5220705196847,2.059799792558834,2139,1101,3570,7.952149991708202,3.9288331244329,500.641087403543
15,15,0.17784022480931352,0.2708803611738149,507.2987688355994,1.9552437371626403,2160,1062,3513,6.2526405665649545,3.6164975818710667,497.4296306871627
16,16,0.1758329987956644,0.2831050228310502,505.0204424646519,2.0345988237122783,2169,1098,3518,6.561891559235897,3.227662800991736,495.2308881044237
17,17,0.1774387796065837,0.28054298642533937,511.83316036435883,2.02890889849678,2165,1084,3543,6.724254734894737,3.6666062008309055,501.4422994286327
18,18,0.18225612203934166,0.3039647577092511,525.1436696756169,1.930357926248762,2186,1073,3535,6.7647773742917465,3.3483228139441352,515.03056948738
19,19,0.17703733440385389,0.3242630385487528,520.1875950439721,1.9897318489763507,2172,1080,3540,6.663655955529691,3.606853790633595,509.91708529780976
20,20,0.17944600562023286,0.31767337807606266,524.5945165390424,2.028273083179037,2206,1092,3538,7.344161188426264,4.161140224998649,513.0892151256176
21,21,0.17824167001204336,0.3220720720720721,535.4278606425199,1.999338002310599,2248,1120,3539,6.796842785300014,3.445485562710263,525.1855322945087
22,22,0.1846647932557206,0.3065217391304348,538.6676686050447,1.999374328820453,2187,1086,3532,6.828164713863077,3.810123807420744,528.0293800837594
23,23,0.1670012043356082,0.3004807692307692,514.8569462260143,2.013839832269886,2199,1115,3542,6.872215622446199,3.8279927471458506,504.15673785642184
24,24,0.1730228823765556,0.30162412993039445,520.7280870439678,1.9909165968371023,2186,1105,3572,7.196705791430173,4.122429526479456,509.40895172605764
25,25,0.1774387796065837,0.3031674208144796,522.0074511179871,1.9837059322642132,2223,1088,3522,6.339774304142918,3.363327942319408,512.3043488715243
26,26,0.17944600562023286,0.2706935123042505,520.8666472683057,2.039275571459586,2198,1109,3552,6.5028573703062715,3.397351325876456,510.966438572123
27,27,0.17824167001204336,0.31981981981981983,512.4067531675432,2.0559768982945092,2166,1135,3580,7.180908365110638,3.5804172136790893,501.64542758875314
28,28,0.1714171015656363,0.3372365339578454,510.9925519575154,1.9647648277707443,2181,1103,3542,7.0944340756058,3.501470377496965,500.39664750441216
29,29,0.17784022480931352,0.3340857787810384,500.91073986782493,1.9638782337110616,2147,1085,3530,6.828820065924711,3.0848648356434034,490.9970549662563
30,30,0.17824167001204336,0.2927927927927928,518.7015495967037,1.9240263989061492,2189,1094,3513,6.022819200143516,3.050333171321164,509.6283972252377
31,31,0.1613809714973906,0.2885572139303483,505.42720897949516,1.9843759399043297,2139,1080,3556,5.905077390268652,3.7847775177710057,495.7373540714552
32,32,0.1758329987956644,0.2808219178082192,513.2615056925133,1.9658867068091412,2187,1072,3516,6.085729558898198,3.905680377457024,503.2700957561596
33,33,0.16499397832195906,0.30170316301703165,525.142099969382,2.0000696718117332,2222,1096,3543,6.3115488441066905,3.5433837291891863,515.2871673960843
34,34,0.15937374548374147,0.2795969773299748,491.6712249104813,2.0114208005682217,2125,1095,3555,6.094710383138504,3.5660847043115065,482.0104298230304
35,35,0.19108791649939785,0.3067226890756303,521.3457852929193,1.9026808814145908,2209,1085,3519,5.708383292639719,3.0622132984264474,512.5751887018533
36,36,0.17061421116017664,0.27294117647058824,515.6201528136628,1.9947021047093263,2183,1114,3539,6.5926689942626515,3.493583367456415,505.5339004519432
37,37,0.18225612203934166,0.3039647577092511,512.7848291794024,1.9600325062843615,2176,1098,3564,6.413347615724146,3.6956198875310386,502.67586167614576
38,38,0.17422721798474508,0.2926267281105991,515.9245936908186,2.038285962950137,2180,1098,3533,7.077018598167287,3.8517033941159826,504.99587169853476
39,39,0.1818546768366118,0.25386313465783666,531.7839027618038,2.0439611668432303,2236,1077,3535,7.1180748500574325,3.7413251503625635,520.9245027613825
40,40,0.19429947812123646,0.2892561983471074,514.3866004537126,1.9417457875901676,2180,1089,3517,6.667959370457448,3.3269291138462043,504.39171196940833
41,41,0.16298675230830992,0.3349753694581281,525.7715515025611,1.9601322949643167,2200,1083,3546,6.37936549523909,3.217056356850105,516.1751296504723
42,42,0.16258530710558008,0.32839506172839505,531.3222142816397,2.011925476202791,2228,1099,3552,6.437944747920656,3.4857694444190384,521.398500089301
43,43,0.1802488960256925,0.29175946547884185,523.3780023697018,2.0232784786705618,2180,1074,3547,6.55280832841381,3.6040201232142817,513.2211739180733
44,44,0.17503010839020475,0.3463302752293578,511.03144103513273,1.9235489846333051,2178,1085,3528,6.52499639583834,3.3420282777012034,501.16441636159135
45,45,0.1702127659574468,0.294811320754717,509.84122291425734,1.984649356896012,2181,1090,3531,6.348165969155914,3.352185054411289,500.1408718906896
46,46,0.17824167001204336,0.29504504504504503,521.4166969445953,1.9943712522219932,2228,1117,3525,6.961632255429313,3.217189141775638,511.23787554739096
47,47,0.17944600562023286,0.32662192393736017,515.7393256172493,1.929091688532772,2209,1089,3517,6.358939034101157,3.2615215701788123,506.1188650129685
48,48,0.17262143717382578,0.3023255813953488,516.7392212593718,1.967273260869866,2185,1093,3534,5.881925401765645,3.3600057207204785,507.4972901368844
49,49,0.1718185467683661,0.3247663551401869,526.6261289259527,1.934787302529864,2204,1073,3517,6.647225708592187,3.230941417036857,516.7479618003235
50,50,0.181453231633882,0.2765486725663717,524.7732571429282,1.9268517077719176,2227,1075,3497,5.895404971687546,3.2106040421776147,515.6672481290631
51,51,0.17422721798474508,0.31105990783410137,516.1597929628853,1.9728559481058507,2174,1083,3552,6.290922452067404,3.333855767854196,506.5350147429635
52,52,0.16178241670012045,0.3176178660049628,510.8482314239668,2.034368691309978,2168,1109,3556,6.1902595175061705,3.906978106111121,500.75099380034936
53,53,0.17462866318747491,0.30114942528735633,525.9023800095825,1.966365057183665,2185,1073,3515,6.225388819226251,3.711248318612096,515.965742871744
54,54,0.1734243275792854,0.2962962962962963,513.7824059052748,1.924339088102872,2172,1091,3527,5.582987776283913,3.3523214005579933,504.8470967284322
55,55,0.1850662384584504,0.3036876355748373,517.0471381655839,1.912762969757384,2178,1043,3473,5.848356842420668,3.3502670915667343,507.8485142315966
56,56,0.17503010839020475,0.29357798165137616,528.938268560015,1.9477450732680142,2197,1117,3561,5.87395208631988,3.0090160318345838,520.05530044186
57,57,0.1818546768366118,0.35320088300220753,521.8427973198609,1.9797724819676945,2200,1070,3530,6.898927501929594,3.3458230945656635,511.59804672336566
58,58,0.1802488960256925,0.2962138084632517,516.6617381428637,1.9950144965176613,2179,1098,3540,6.353773723774871,4.201332540000567,506.1066318790877
59,59,0.17543155359293455,0.3226544622425629,509.78138186334417,1.9021435637951492,2145,1057,3493,5.903769990703813,3.1026126306629167,500.77499924197707
60,60,0.17904456041750302,0.3004484304932735,512.2716918959065,1.9521003797891632,2176,1089,3510,6.143320587431205,3.3380390504940096,502.7903322579816
61,61,0.1842633480529908,0.29193899782135074,505.96980872740914,1.9755925863553996,2171,1085,3531,6.6040487702492365,2.9929994931803843,496.3727604639793
62,62,0.1774387796065837,0.2692307692307692,526.3405868427471,2.0178770318437,2204,1101,3567,6.368111199241941,3.739992029943815,516.2324836135608
63,63,0.17703733440385389,0.30385487528344673,527.8515738498893,1.897362151049608,2190,1081,3533,5.8306145870282755,2.572400042654302,519.4485592202068
64,64,0.16619831393014853,0.2777777777777778,533.8960134214951,2.107716399167272,2236,1112,3545,6.734959610715968,3.83616784798562,523.324885962793
65,65,0.17944600562023286,0.2818791946308725,495.6834904731498,1.9370993814103223,2123,1052,3516,5.966298860366215,2.6960874736959917,487.02110413908736
66,66,0.16981132075471694,0.2978723404255319,522.2017083532087,2.0863366427647816,2173,1102,3549,7.024132253255413,3.660949537890198,511.5166265620629
67,67,0.18707346447209955,0.3369098712446352,513.7291353981822,2.0411843392672817,2191,1100,3533,7.708345423180655,3.7788745874167664,502.24191538758345
68,68,0.17061421116017664,0.3058823529411765,510.47137304159793,1.9407322295680325,2173,1079,3507,5.8737392477693176,3.3845449207922056,501.21308887303456
69,69,0.1657968687274187,0.3389830508474576,525.4313753394777,2.065103817422599,2219,1121,3566,7.066866085785822,3.9037004786934624,514.4608087749968
70,70,0.17503010839020475,0.30045871559633025,523.4262204219651,2.023902655259285,2183,1090,3549,7.174041968025283,3.346233211135921,512.9059452428038
